DateTime,Open,High,Low,Close
09/01/2013 17:00:00.101,1640.25,1640.25,1640.25,1640.25
09/01/2013 17:00:00.101,1640.25,1640.25,1640.25,1640.25
09/01/2013 17:00:00.112,1640.25,1640.25,1640.0,1640.0
09/01/2013 17:00:00.319,1640.0,1640.75,1639.5,1640.75
09/01/2013 17:00:01.914,1640.75,1641.0,1639.25,1640.25
09/01/2013 17:00:08.315,1640.0,1640.75,1639.5,1640.0
09/01/2013 17:00:17.374,1640.0,1640.5,1639.5,1639.5
09/01/2013 17:00:26.667,1639.5,1639.75,1639.25,1639.25
09/01/2013 17:00:43.810,1639.25,1639.75,1639.0,1639.5
09/01/2013 17:00:58.518,1639.5,1640.0,1639.0,1639.75
09/01/2013 17:01:15.588,1640.0,1640.25,1639.5,1639.75
09/01/2013 17:01:31.464,1639.75,1640.5,1639.75,1640.25
09/01/2013 17:01:45.991,1640.25,1640.25,1639.75,1640.0
09/01/2013 17:02:16.936,1640.0,1640.0,1639.5,1640.0
09/01/2013 17:03:02.221,1640.0,1640.75,1639.75,1640.5
09/01/2013 17:03:59.756,1640.25,1640.5,1640.25,1640.25
09/01/2013 17:04:57.046,1640.0,1640.75,1640.0,1640.75
09/01/2013 17:05:37.833,1640.75,1641.0,1640.25,1640.25
09/01/2013 17:06:54.565,1640.25,1640.5,1640.0,1640.25
09/01/2013 17:08:50.219,1640.25,1640.5,1640.25,1640.5
09/01/2013 17:09:54.620,1640.5,1640.75,1640.25,1640.75
09/01/2013 17:09:59.062,1640.75,1641.75,1640.75,1641.75
09/01/2013 17:10:10.196,1641.75,1642.0,1641.0,1641.25
09/01/2013 17:10:18.454,1641.25,1641.25,1640.25,1640.5
09/01/2013 17:10:31.769,1640.25,1640.75,1640.25,1640.5
09/01/2013 17:11:35.325,1640.5,1641.0,1640.25,1640.25
09/01/2013 17:12:26.954,1640.25,1640.75,1640.25,1640.5
09/01/2013 17:14:28.963,1640.5,1640.75,1640.0,1640.25
09/01/2013 17:16:34.760,1640.25,1640.5,1639.75,1639.75
09/01/2013 17:17:49.254,1639.75,1640.5,1639.5,1640.5
09/01/2013 17:19:08.351,1640.5,1640.75,1640.0,1640.0
09/01/2013 17:19:58.089,1640.0,1640.5,1639.75,1640.25
09/01/2013 17:21:57.873,1640.25,1640.5,1640.0,1640.5
09/01/2013 17:23:01.825,1640.5,1641.25,1640.5,1640.75
09/01/2013 17:27:08.691,1640.75,1641.0,1640.0,1640.0
09/01/2013 17:28:02.914,1640.0,1640.25,1639.75,1640.25
09/01/2013 17:31:24.993,1640.25,1641.0,1640.25,1640.25
09/01/2013 17:33:31.384,1640.25,1641.25,1640.0,1641.25
09/01/2013 17:33:50.246,1641.25,1642.0,1641.0,1641.75
09/01/2013 17:34:18.162,1641.75,1642.0,1641.25,1642.0
09/01/2013 17:34:47.491,1642.0,1642.0,1641.5,1641.75
09/01/2013 17:36:04.090,1641.75,1641.75,1641.25,1641.75
09/01/2013 17:37:55.518,1641.75,1642.0,1641.5,1641.75
09/01/2013 17:39:29.524,1641.75,1641.75,1640.75,1640.75
09/01/2013 17:42:08.637,1640.75,1641.75,1640.5,1641.5
09/01/2013 17:43:12.934,1641.5,1641.5,1641.25,1641.25
09/01/2013 17:44:58.800,1641.25,1641.5,1641.25,1641.5
09/01/2013 17:47:18.173,1641.75,1642.0,1641.75,1641.75
09/01/2013 17:50:16.336,1641.75,1642.0,1641.5,1641.5
09/01/2013 17:55:43.674,1641.5,1641.5,1641.0,1641.5
09/01/2013 17:58:56.512,1641.5,1642.0,1641.5,1641.75
09/01/2013 18:05:03.222,1641.75,1641.75,1641.25,1641.5
09/01/2013 18:06:00.077,1641.25,1641.5,1641.0,1641.0
09/01/2013 18:08:01.692,1641.0,1641.75,1640.75,1641.5
09/01/2013 18:12:03.994,1641.5,1641.5,1640.75,1640.75
09/01/2013 18:16:42.946,1640.75,1641.0,1640.5,1640.5
09/01/2013 18:18:58.710,1640.5,1641.25,1640.5,1641.25
09/01/2013 18:31:41.190,1641.0,1641.25,1640.75,1641.0
09/01/2013 18:44:12.700,1641.0,1641.25,1640.5,1640.75
09/01/2013 18:47:17.882,1640.75,1640.75,1640.25,1640.5
09/01/2013 18:52:30.415,1640.25,1640.5,1640.0,1640.25
09/01/2013 18:54:27.203,1640.0,1640.5,1640.0,1640.5
09/01/2013 18:55:12.698,1640.5,1640.75,1640.25,1640.5
09/01/2013 19:02:10.518,1640.5,1640.5,1640.25,1640.5
09/01/2013 19:04:02.743,1640.25,1640.5,1640.0,1640.0
09/01/2013 19:05:49.019,1640.0,1640.5,1639.75,1640.5
09/01/2013 19:07:12.421,1640.5,1640.75,1640.25,1640.25
09/01/2013 19:09:34.288,1640.25,1640.75,1640.25,1640.75
09/01/2013 19:11:34.236,1640.75,1641.0,1640.75,1641.0
09/01/2013 19:12:22.233,1641.0,1641.5,1641.0,1641.25
09/01/2013 19:13:45.624,1641.25,1641.25,1641.0,1641.25
09/01/2013 19:16:53.594,1641.25,1641.5,1641.0,1641.5
09/01/2013 19:17:52.925,1641.5,1641.75,1641.25,1641.5
09/01/2013 19:19:58.464,1641.5,1641.75,1641.25,1641.75
09/01/2013 19:20:44.148,1641.75,1641.75,1641.5,1641.75
09/01/2013 19:21:19.362,1641.75,1642.0,1641.75,1641.75
09/01/2013 19:25:05.640,1641.75,1642.0,1641.5,1641.5
09/01/2013 19:26:07.023,1641.5,1641.75,1641.5,1641.75
09/01/2013 19:28:34.472,1641.75,1641.75,1641.25,1641.75
09/01/2013 19:30:02.937,1641.5,1641.75,1641.25,1641.75
09/01/2013 19:33:03.026,1641.75,1642.0,1641.75,1641.75
09/01/2013 19:41:09.025,1641.75,1641.75,1641.5,1641.75
09/01/2013 19:44:47.104,1641.75,1642.0,1641.75,1642.0
09/01/2013 19:48:06.176,1642.0,1642.0,1641.5,1641.75
09/01/2013 19:48:22.032,1641.75,1642.5,1641.75,1642.5
09/01/2013 19:48:22.052,1642.5,1642.75,1642.5,1642.5
09/01/2013 19:48:47.524,1642.5,1642.5,1642.25,1642.25
09/01/2013 19:49:49.470,1642.25,1642.25,1642.0,1642.25
09/01/2013 19:50:42.575,1642.25,1642.5,1642.25,1642.25
09/01/2013 19:51:52.707,1642.25,1642.75,1642.25,1642.5
09/01/2013 19:55:00.289,1642.5,1642.75,1642.25,1642.5
09/01/2013 19:55:21.964,1642.5,1643.0,1642.5,1643.0
09/01/2013 19:55:22.912,1643.0,1643.25,1643.0,1643.25
09/01/2013 19:55:33.008,1643.0,1643.5,1643.0,1643.25
09/01/2013 19:56:06.428,1643.25,1643.25,1642.75,1643.0
09/01/2013 19:57:09.221,1643.0,1643.0,1642.75,1643.0
09/01/2013 19:59:06.980,1643.0,1643.0,1642.5,1642.5
09/01/2013 20:00:37.200,1642.75,1642.75,1642.5,1642.5
09/01/2013 20:02:48.670,1642.5,1642.75,1642.25,1642.25
09/01/2013 20:03:28.211,1642.25,1642.25,1641.75,1642.0
09/01/2013 20:05:56.004,1642.0,1642.0,1641.75,1642.0
09/01/2013 20:09:47.460,1642.0,1642.5,1641.75,1642.25
09/01/2013 20:12:54.067,1642.25,1642.25,1642.0,1642.0
09/01/2013 20:16:48.985,1642.0,1642.5,1641.75,1642.5
09/01/2013 20:18:11.346,1642.5,1642.5,1642.0,1642.0
09/01/2013 20:20:40.401,1642.0,1642.25,1642.0,1642.0
