DateTime,First,Second,Close
09/01/2013 17:01:17.811,0.75,-2.0,0.75
09/01/2013 17:09:59.062,-0.25,2.5,0.0
09/01/2013 17:22:12.992,0.0,-2.5,1.5
09/01/2013 17:40:28.039,-1.25,2.25,-1.0
09/01/2013 18:12:39.714,1.0,-1.5,0.25
09/01/2013 19:07:01.195,0.5,-1.5,0.5
09/01/2013 19:25:47.158,0.0,1.75,-0.25
09/01/2013 19:50:41.768,-0.5,1.5,-0.25
09/01/2013 20:03:13.390,1.0,-1.75,0.25
09/01/2013 20:37:43.354,-0.25,1.0,-0.5
09/01/2013 21:21:54.745,0.5,-1.25,0.25
09/01/2013 22:15:33.151,0.5,-2.0,1.25
09/01/2013 23:00:10.086,0.0,1.75,-0.5
09/02/2013 00:05:02.333,1.25,-1.5,0.25
09/02/2013 00:57:05.607,0.5,-1.25,0.5
09/02/2013 01:10:41.543,-0.25,1.5,0.0
09/02/2013 01:29:31.874,0.25,-1.0,1.0
09/02/2013 01:48:47.686,0.5,-1.5,0.0
09/02/2013 02:03:03.793,-0.75,2.25,-0.5
09/02/2013 02:06:59.001,0.5,-1.0,0.25
09/02/2013 02:12:17.393,0.25,-1.25,1.0
09/02/2013 02:19:28.822,-0.5,1.25,-0.25
09/02/2013 02:26:50.204,-0.25,1.0,-0.5
09/02/2013 02:35:04.274,-0.75,1.25,-0.25
09/02/2013 02:38:15.947,0.0,1.25,-0.5
09/02/2013 02:47:20.729,0.0,-1.0,0.25
09/02/2013 02:57:02.332,0.25,-1.25,0.75
09/02/2013 03:09:17.037,-0.25,1.5,-0.25
09/02/2013 03:19:56.127,0.25,-1.5,0.75
09/02/2013 03:31:55.896,0.0,1.25,0.0
09/02/2013 03:39:14.809,-0.25,1.0,-0.25
09/02/2013 03:50:17.646,0.25,-1.0,0.75
09/02/2013 04:00:16.333,0.5,-1.0,0.0
09/02/2013 04:14:45.818,0.25,-0.75,0.25
09/02/2013 04:29:54.765,0.5,-1.25,0.0
09/02/2013 04:49:54.084,0.0,0.75,-0.5
09/02/2013 05:12:55.470,-0.25,1.0,-0.25
09/02/2013 05:36:03.123,-0.25,1.25,0.0
09/02/2013 05:59:05.700,0.0,-1.0,0.75
09/02/2013 06:20:51.977,-0.5,1.25,-0.5
09/02/2013 06:37:33.128,0.5,-1.0,1.0
09/02/2013 06:42:14.024,-0.25,1.25,-0.25
09/02/2013 06:49:11.731,0.25,-2.5,0.5
09/02/2013 07:04:09.854,0.0,1.5,-0.25
09/02/2013 07:28:42.538,0.5,-0.75,0.25
09/02/2013 07:55:12.258,-0.5,1.25,-0.75
09/02/2013 08:16:57.241,0.0,-1.0,0.25
09/02/2013 08:30:16.415,-0.5,1.0,-0.25
09/02/2013 08:40:08.178,0.25,-2.0,0.5
09/02/2013 08:58:02.600,0.25,-0.75,0.75
09/02/2013 09:20:16.748,-0.5,1.0,0.0
09/02/2013 09:34:46.141,-0.25,1.0,0.0
09/02/2013 09:47:20.667,-0.25,1.0,-0.25
09/02/2013 10:01:34.367,-0.25,1.0,-0.5
09/02/2013 10:15:12.504,0.5,-0.75,0.25
09/02/2013 10:26:01.947,0.25,-1.5,0.5
09/02/2013 17:02:26.171,0.75,-1.25,1.25
09/02/2013 17:37:42.917,0.5,-2.25,0.0
09/02/2013 18:41:03.176,0.0,-1.0,1.0
09/02/2013 19:14:24.085,0.25,-1.25,1.25
09/02/2013 19:41:34.886,-0.25,1.0,-0.75
09/02/2013 20:18:13.858,-0.25,1.0,-0.25
09/02/2013 21:13:25.514,-1.0,1.5,-0.5
09/02/2013 21:58:44.743,0.25,-1.0,0.25
09/02/2013 22:49:04.982,0.0,1.75,0.0
09/02/2013 23:22:23.711,0.0,-1.0,0.5
09/02/2013 23:52:25.086,0.25,-1.5,0.5
09/03/2013 00:41:51.248,-0.75,2.25,-0.25
09/03/2013 01:09:36.252,-0.25,0.75,0.0
09/03/2013 01:28:28.977,0.25,-1.0,0.75
09/03/2013 02:00:16.521,0.0,-1.5,0.0
09/03/2013 02:07:09.707,0.0,1.0,-0.5
09/03/2013 02:10:50.606,0.0,-1.5,0.25
09/03/2013 02:14:38.207,-0.25,1.5,-0.5
09/03/2013 02:19:45.683,0.25,-0.75,0.5
09/03/2013 02:25:44.335,0.0,-0.5,0.25
09/03/2013 02:30:00.586,-0.5,2.0,-0.25
09/03/2013 02:35:46.146,0.0,-1.0,0.75
09/03/2013 02:45:05.444,-0.25,0.75,-0.5
09/03/2013 02:54:17.380,-0.5,1.25,0.0
09/03/2013 03:03:06.934,0.25,-1.0,0.75
09/03/2013 03:13:22.643,0.25,-0.75,0.0
09/03/2013 03:28:47.923,-0.25,1.0,-0.5
09/03/2013 03:32:59.023,0.0,-1.75,0.5
09/03/2013 03:39:41.047,0.25,-0.75,0.5
09/03/2013 03:49:05.198,-0.25,1.0,-0.75
09/03/2013 03:53:18.559,0.5,-1.5,0.0
09/03/2013 03:53:52.286,0.0,-1.5,0.0
09/03/2013 03:54:26.319,0.25,-1.25,0.25
09/03/2013 03:54:42.195,0.0,-1.0,0.0
09/03/2013 03:55:27.135,-0.25,1.0,-0.5
09/03/2013 03:56:11.157,-0.25,1.0,-0.25
09/03/2013 03:57:14.604,0.25,-1.0,0.25
09/03/2013 03:58:20.444,0.0,1.5,-0.5
09/03/2013 03:59:39.927,0.25,-1.5,0.25
09/03/2013 04:01:25.866,0.5,-1.0,0.25
09/03/2013 04:02:36.300,-0.5,1.5,-0.75
09/03/2013 04:03:23.288,0.0,1.75,0.0
09/03/2013 04:03:56.867,0.5,-0.75,0.25
09/03/2013 04:04:49.194,-0.5,2.25,-1.0
09/03/2013 04:07:06.966,0.25,-1.5,0.25
09/03/2013 04:09:04.814,-0.25,1.25,-1.0
09/03/2013 04:12:01.067,0.0,-1.25,0.0
09/03/2013 04:13:55.896,0.25,-1.5,1.25
09/03/2013 04:17:48.867,-1.25,1.75,0.0
09/03/2013 04:19:03.197,-0.75,1.5,-0.5
09/03/2013 04:22:41.656,0.25,-1.25,0.75
09/03/2013 04:27:43.158,-0.25,1.75,-0.25
09/03/2013 04:37:14.730,0.25,-0.75,0.0
09/03/2013 04:45:40.674,0.25,-1.25,0.25
09/03/2013 04:54:14.715,0.75,-2.0,0.0
09/03/2013 05:06:38.163,0.0,1.0,-0.25
09/03/2013 05:20:00.733,0.0,1.5,0.0
09/03/2013 05:28:06.126,0.0,1.25,0.0
09/03/2013 05:33:03.904,-0.25,1.0,-0.5
09/03/2013 05:40:46.897,0.5,-0.75,0.5
09/03/2013 05:55:52.368,0.0,-1.25,0.5
09/03/2013 06:10:47.383,0.25,-1.25,0.5
09/03/2013 06:25:38.531,-0.5,1.25,-0.25
09/03/2013 06:30:01.091,1.0,-2.25,0.0
09/03/2013 06:30:12.228,0.25,-2.5,0.5
09/03/2013 06:31:50.784,0.0,1.75,-0.25
09/03/2013 06:34:14.058,-1.25,2.0,0.0
09/03/2013 06:43:07.287,0.0,-2.0,0.25
09/03/2013 06:48:08.545,0.0,1.75,-1.0
09/03/2013 06:55:25.142,-0.75,1.25,0.0
09/03/2013 07:02:08.634,-0.75,1.25,0.0
09/03/2013 07:09:36.202,0.25,-1.0,0.0
09/03/2013 07:13:27.290,0.25,-1.25,0.25
09/03/2013 07:19:37.327,0.0,1.25,-0.5
09/03/2013 07:27:39.491,-0.5,1.0,-0.5
09/03/2013 07:35:51.073,-0.25,1.0,0.0
09/03/2013 07:38:39.099,0.0,1.0,-0.5
09/03/2013 07:45:27.791,0.5,-0.75,0.5
09/03/2013 07:51:08.205,0.0,0.75,-0.5
09/03/2013 07:57:59.399,-0.75,1.0,-0.5
09/03/2013 08:02:03.088,-0.75,1.0,-0.75
09/03/2013 08:07:19.716,-0.25,1.5,-0.5
09/03/2013 08:12:41.356,0.0,0.5,-0.5
09/03/2013 08:18:05.557,0.25,-1.0,0.5
09/03/2013 08:21:46.354,0.0,-0.75,0.25
09/03/2013 08:24:55.308,-0.25,0.75,-0.5
09/03/2013 08:28:26.305,-0.25,1.25,-0.5
09/03/2013 08:30:00.040,-0.25,0.75,-0.5
09/03/2013 08:30:00.274,0.75,-1.25,0.75
09/03/2013 08:30:05.260,-0.25,0.75,0.0
09/03/2013 08:30:22.015,-0.5,1.0,0.0
09/03/2013 08:30:40.236,0.0,0.5,-0.25
09/03/2013 08:31:01.058,0.0,0.5,-0.25
09/03/2013 08:31:12.201,-0.25,0.75,0.0
09/03/2013 08:31:22.526,0.0,0.5,0.0
09/03/2013 08:31:30.216,-0.25,0.75,-0.25
09/03/2013 08:31:37.400,0.0,-0.75,0.0
09/03/2013 08:31:54.401,-0.25,0.75,-0.75
09/03/2013 08:32:05.421,-0.25,0.5,-0.5
09/03/2013 08:32:33.425,-0.25,1.25,-0.25
09/03/2013 08:32:54.435,-0.5,1.0,-0.25
09/03/2013 08:33:20.454,0.25,-0.75,0.5
09/03/2013 08:33:42.212,0.25,-0.75,0.5
09/03/2013 08:34:01.537,-0.25,1.0,0.0
09/03/2013 08:34:19.259,0.0,-1.0,0.25
09/03/2013 08:34:34.748,0.0,-1.0,0.25
09/03/2013 08:34:54.823,-0.25,0.75,0.0
09/03/2013 08:35:18.182,-0.25,1.25,-0.25
09/03/2013 08:35:47.245,-0.25,1.0,-0.25
09/03/2013 08:36:14.661,0.0,-0.25,0.25
09/03/2013 08:36:42.050,0.0,-0.75,0.0
09/03/2013 08:36:51.518,0.0,-0.5,0.25
09/03/2013 08:37:35.066,0.25,-0.5,0.25
09/03/2013 08:38:02.946,0.0,0.75,-0.5
09/03/2013 08:38:43.513,0.5,-1.25,0.0
09/03/2013 08:39:13.604,0.0,0.75,-0.5
09/03/2013 08:39:51.909,0.25,-0.5,0.25
09/03/2013 08:40:20.680,-0.25,1.5,-0.25
09/03/2013 08:40:47.244,0.25,-1.0,0.0
09/03/2013 08:41:16.355,0.0,-0.75,0.25
09/03/2013 08:41:45.183,0.25,-0.75,0.25
09/03/2013 08:42:19.225,0.0,-0.25,0.25
09/03/2013 08:43:00.714,0.0,-0.5,0.5
09/03/2013 08:43:24.657,0.5,-0.75,0.0
09/03/2013 08:43:58.593,0.25,-0.5,0.25
09/03/2013 08:44:46.284,0.0,-0.5,0.25
09/03/2013 08:45:16.379,-0.5,0.75,0.0
09/03/2013 08:45:44.176,0.5,-1.0,0.0
09/03/2013 08:46:26.284,0.5,-0.75,0.5
09/03/2013 08:47:21.594,0.25,-0.75,0.25
09/03/2013 08:48:03.449,0.25,-0.75,0.25
09/03/2013 08:48:46.144,-0.25,1.0,-0.5
09/03/2013 08:49:12.712,0.25,-1.0,0.25
09/03/2013 08:49:59.492,0.0,0.5,-0.25
09/03/2013 08:50:52.928,-0.25,1.0,-0.25
09/03/2013 08:51:35.950,0.0,-0.75,0.0
09/03/2013 08:52:24.001,0.25,-0.5,0.25
09/03/2013 08:53:09.911,-0.25,1.0,-0.5
09/03/2013 08:54:01.725,0.25,-0.75,0.5
09/03/2013 08:54:25.944,0.0,-1.0,0.25
09/03/2013 08:55:01.346,-0.25,0.5,-0.5
09/03/2013 08:55:57.598,0.0,1.5,0.0
09/03/2013 08:58:03.210,0.25,-0.75,0.0
09/03/2013 08:58:42.430,0.0,-1.5,0.25
09/03/2013 08:59:54.181,-0.25,1.25,-0.25
09/03/2013 09:00:28.140,-0.5,1.5,0.0
09/03/2013 09:00:52.243,0.0,-1.0,0.25
09/03/2013 09:01:00.053,0.0,-1.5,0.25
09/03/2013 09:01:23.735,0.0,-0.5,0.5
09/03/2013 09:01:35.957,-0.25,0.75,-0.75
09/03/2013 09:01:49.179,-1.0,1.25,-0.25
09/03/2013 09:02:09.295,0.0,-1.25,0.25
09/03/2013 09:02:38.102,-0.25,1.25,-0.25
09/03/2013 09:03:07.503,0.75,-1.0,0.75
09/03/2013 09:03:33.493,-0.5,1.0,-0.25
09/03/2013 09:03:57.639,-0.25,1.25,-0.75
09/03/2013 09:04:38.458,-0.25,1.0,-0.5
09/03/2013 09:05:14.539,-0.25,0.75,-0.25
09/03/2013 09:05:47.995,0.5,-1.25,0.0
09/03/2013 09:06:13.092,-0.5,1.0,0.0
09/03/2013 09:06:30.805,0.0,1.0,-0.5
09/03/2013 09:06:50.758,0.5,-0.75,0.25
09/03/2013 09:07:36.642,0.0,-1.0,0.75
09/03/2013 09:08:23.242,0.0,-0.75,0.25
09/03/2013 09:09:04.687,0.0,-0.5,0.0
09/03/2013 09:09:34.314,-0.25,1.5,0.0
09/03/2013 09:10:14.198,0.0,-1.0,1.0
09/03/2013 09:10:32.155,0.0,0.75,0.0
09/03/2013 09:10:50.633,0.25,-0.5,0.25
09/03/2013 09:11:20.036,-0.25,0.5,-0.5
09/03/2013 09:11:54.297,-0.5,0.75,0.0
09/03/2013 09:12:37.229,-0.25,0.75,0.0
09/03/2013 09:13:07.627,-0.25,0.75,-0.25
09/03/2013 09:13:33.530,0.25,-0.75,0.25
09/03/2013 09:14:08.478,0.25,-1.25,0.5
09/03/2013 09:15:15.358,0.25,-0.75,0.0
09/03/2013 09:15:48.237,0.25,-0.75,0.25
09/03/2013 09:16:26.095,0.25,-1.25,0.25
09/03/2013 09:17:04.253,0.0,-0.5,0.0
09/03/2013 09:17:40.268,-0.25,0.75,-0.25
09/03/2013 09:18:20.389,0.25,-1.0,0.0
09/03/2013 09:19:15.308,0.25,-0.5,0.0
09/03/2013 09:19:55.315,0.0,0.75,-0.25
09/03/2013 09:20:40.896,0.0,-1.0,0.0
09/03/2013 09:21:13.562,0.25,-0.75,0.25
09/03/2013 09:21:44.994,0.0,0.75,-0.25
09/03/2013 09:22:30.844,0.5,-0.75,0.0
09/03/2013 09:23:06.039,-0.5,0.75,-0.5
09/03/2013 09:23:53.903,-0.5,0.75,-0.25
09/03/2013 09:24:39.072,-0.25,1.0,-0.5
09/03/2013 09:25:14.141,-0.25,0.5,-0.25
09/03/2013 09:26:03.023,-0.25,1.0,0.0
09/03/2013 09:26:52.377,-0.25,0.75,-0.25
09/03/2013 09:27:49.627,0.25,-1.0,0.0
09/03/2013 09:28:40.376,0.25,-0.5,0.25
09/03/2013 09:29:41.163,-0.25,0.75,0.0
09/03/2013 09:30:21.954,0.0,0.5,-0.25
09/03/2013 09:31:12.026,0.25,-1.0,0.5
09/03/2013 09:32:04.742,0.0,0.75,-0.5
09/03/2013 09:32:46.056,-0.25,1.0,-0.25
09/03/2013 09:33:32.254,0.25,-0.75,0.25
09/03/2013 09:34:35.258,0.5,-1.0,0.5
09/03/2013 09:36:10.124,0.25,-0.5,0.25
09/03/2013 09:37:11.806,0.5,-0.75,0.5
09/03/2013 09:37:58.123,0.0,0.5,-0.25
09/03/2013 09:39:52.418,0.25,-0.75,0.75
09/03/2013 09:41:22.656,0.25,-0.75,0.0
09/03/2013 09:42:41.367,-0.25,0.5,-0.25
09/03/2013 09:44:49.336,-0.25,0.75,-0.25
09/03/2013 09:45:50.988,0.0,1.0,-0.25
09/03/2013 09:46:13.807,-0.25,0.75,-0.25
09/03/2013 09:47:19.634,0.25,-1.0,0.25
09/03/2013 09:48:07.193,0.25,-0.5,0.5
09/03/2013 09:49:19.971,0.0,-0.75,0.5
09/03/2013 09:50:20.620,0.0,-0.5,0.0
09/03/2013 09:51:34.222,0.0,-0.5,0.25
09/03/2013 09:52:08.846,0.0,-1.0,0.0
09/03/2013 09:53:25.095,0.0,0.75,-0.5
09/03/2013 09:54:17.373,0.5,-0.75,0.25
09/03/2013 09:55:49.504,-0.25,0.75,-0.25
09/03/2013 09:56:58.192,0.25,-1.0,0.0
09/03/2013 09:57:34.250,-0.25,0.5,0.0
09/03/2013 09:59:05.644,-0.25,0.5,-0.5
09/03/2013 09:59:56.749,-0.5,0.75,-0.25
09/03/2013 10:00:38.133,-0.25,1.0,0.0
09/03/2013 10:01:25.257,-0.25,0.5,-0.5
09/03/2013 10:02:08.432,-0.25,1.0,-0.25
09/03/2013 10:04:15.450,0.25,-0.75,0.0
09/03/2013 10:06:07.692,0.25,-0.75,0.0
09/03/2013 10:07:47.819,-0.25,1.0,-0.25
09/03/2013 10:10:22.618,-0.25,1.0,-0.5
09/03/2013 10:11:50.125,-0.25,1.0,-0.25
09/03/2013 10:13:22.017,-0.25,0.75,0.0
09/03/2013 10:15:26.807,0.0,-0.75,0.5
09/03/2013 10:16:40.775,0.25,-1.5,0.0
09/03/2013 10:17:18.130,0.25,-1.25,0.25
09/03/2013 10:17:36.416,0.25,-0.75,0.25
09/03/2013 10:18:39.067,0.0,1.0,-0.5
09/03/2013 10:19:17.170,0.0,-1.0,0.25
09/03/2013 10:19:34.885,0.0,-0.75,0.5
09/03/2013 10:20:00.219,0.25,-1.0,0.0
09/03/2013 10:20:12.120,0.25,-0.75,0.25
09/03/2013 10:20:26.401,-0.25,0.75,-0.25
09/03/2013 10:21:04.330,-0.25,0.5,-0.25
09/03/2013 10:21:43.131,0.25,-0.75,0.25
09/03/2013 10:22:18.818,0.5,-1.0,0.0
09/03/2013 10:22:23.705,0.25,-0.75,0.0
09/03/2013 10:22:42.062,0.0,0.5,-0.5
09/03/2013 10:23:24.555,0.25,-0.5,0.0
09/03/2013 10:23:34.153,0.0,-0.75,0.0
09/03/2013 10:23:44.514,0.25,-0.75,0.25
09/03/2013 10:24:02.546,0.0,0.5,-0.5
09/03/2013 10:24:27.136,0.0,-0.5,0.5
09/03/2013 10:24:44.799,-0.25,0.75,-0.25
09/03/2013 10:25:15.532,0.25,-0.5,0.25
09/03/2013 10:25:52.514,-0.25,0.5,-0.25
09/03/2013 10:26:09.276,-0.25,1.0,-0.25
09/03/2013 10:27:00.694,0.0,-0.75,0.0
