DateTime,First,Second,Close
09/01/2013 17:00:00.101,0.0,0.0,0.0
09/01/2013 17:00:00.101,0.0,0.0,0.0
09/01/2013 17:00:00.112,0.0,-0.25,0.0
09/01/2013 17:00:00.319,-0.5,1.25,0.0
09/01/2013 17:00:01.914,-1.5,1.75,-0.75
09/01/2013 17:00:08.315,0.75,-1.25,0.5
09/01/2013 17:00:17.374,0.5,-1.0,0.0
09/01/2013 17:00:26.667,0.25,-0.5,0.0
09/01/2013 17:00:43.810,-0.25,0.75,-0.25
09/01/2013 17:00:58.518,-0.5,1.0,-0.25
09/01/2013 17:01:15.588,0.25,-0.75,0.25
09/01/2013 17:01:31.464,0.0,0.75,-0.25
09/01/2013 17:01:45.991,0.0,-0.5,0.25
09/01/2013 17:02:16.936,0.0,-0.5,0.5
09/01/2013 17:03:02.221,-0.25,1.0,-0.25
09/01/2013 17:03:59.756,0.0,0.25,-0.25
09/01/2013 17:04:57.046,0.0,0.75,0.0
09/01/2013 17:05:37.833,0.25,-0.75,0.0
09/01/2013 17:06:54.565,0.25,-0.5,0.25
09/01/2013 17:08:50.219,0.0,0.25,0.0
09/01/2013 17:09:54.620,-0.25,0.5,0.0
09/01/2013 17:09:59.062,0.0,1.0,0.0
09/01/2013 17:10:10.196,0.25,-1.0,0.25
09/01/2013 17:10:18.454,0.0,-1.0,0.25
09/01/2013 17:10:31.769,0.0,0.5,-0.25
09/01/2013 17:11:35.325,0.5,-0.75,0.0
09/01/2013 17:12:26.954,0.0,0.5,-0.25
09/01/2013 17:14:28.963,0.25,-0.75,0.25
09/01/2013 17:16:34.760,0.25,-0.75,0.0
09/01/2013 17:17:49.254,-0.25,1.0,0.0
09/01/2013 17:19:08.351,0.25,-0.75,0.0
09/01/2013 17:19:58.089,-0.25,0.75,-0.25
09/01/2013 17:21:57.873,-0.25,0.5,0.0
09/01/2013 17:23:01.825,0.0,0.75,-0.5
09/01/2013 17:27:08.691,0.25,-1.0,0.0
09/01/2013 17:28:02.914,-0.25,0.5,0.0
09/01/2013 17:31:24.993,0.0,0.75,-0.75
09/01/2013 17:33:31.384,-0.25,1.25,0.0
09/01/2013 17:33:50.246,-0.25,1.0,-0.25
09/01/2013 17:34:18.162,-0.5,0.75,0.0
09/01/2013 17:34:47.491,0.0,-0.5,0.25
09/01/2013 17:36:04.090,0.0,-0.5,0.5
09/01/2013 17:37:55.518,-0.25,0.5,-0.25
09/01/2013 17:39:29.524,0.0,-1.0,0.0
09/01/2013 17:42:08.637,-0.25,1.25,-0.25
09/01/2013 17:43:12.934,0.0,-0.25,0.0
09/01/2013 17:44:58.800,0.0,0.25,0.0
09/01/2013 17:47:18.173,0.0,0.25,-0.25
09/01/2013 17:50:16.336,0.25,-0.5,0.0
09/01/2013 17:55:43.674,0.0,-0.5,0.5
09/01/2013 17:58:56.512,0.0,0.5,-0.25
09/01/2013 18:05:03.222,0.0,-0.5,0.25
09/01/2013 18:06:00.077,0.25,-0.5,0.0
09/01/2013 18:08:01.692,-0.25,1.0,-0.25
09/01/2013 18:12:03.994,0.0,-0.75,0.0
09/01/2013 18:16:42.946,-0.25,0.5,-0.5
09/01/2013 18:18:58.710,0.0,0.75,0.0
09/01/2013 18:31:41.190,0.25,-0.5,0.25
09/01/2013 18:44:12.700,0.25,-0.75,0.25
09/01/2013 18:47:17.882,0.0,-0.5,0.25
09/01/2013 18:52:30.415,-0.25,0.5,-0.25
09/01/2013 18:54:27.203,0.0,0.5,0.0
09/01/2013 18:55:12.698,-0.25,0.5,-0.25
