DateTime,Open,High,Low,Close
09/02/2013 03:19:56.137,1640.25,1646.0,1639.0,1645.25
09/02/2013 17:38:44.732,1645.25,1648.5,1645.0,1646.0
09/03/2013 03:53:19.911,1646.0,1649.0,1645.25,1646.0
09/03/2013 05:42:17.603,1646.0,1647.0,1642.25,1646.5
09/03/2013 08:30:00.495,1646.5,1647.0,1642.5,1646.75
09/03/2013 08:40:26.092,1646.75,1650.0,1646.25,1649.5
09/03/2013 09:00:52.263,1649.5,1649.75,1645.75,1646.75
09/03/2013 09:15:28.701,1646.75,1648.75,1644.25,1647.5
09/03/2013 09:38:33.849,1647.5,1647.5,1643.75,1646.25
09/03/2013 10:16:02.287,1646.25,1647.75,1644.5,1646.25
09/03/2013 10:28:21.201,1646.25,1646.25,1638.5,1639.0
09/03/2013 10:46:30.256,1639.0,1640.0,1636.75,1636.75
09/03/2013 11:18:46.074,1636.75,1639.5,1636.25,1636.75
09/03/2013 11:53:02.039,1636.75,1638.25,1633.75,1634.75
09/03/2013 12:25:40.424,1634.75,1635.5,1632.0,1634.0
09/03/2013 13:08:04.336,1634.0,1635.5,1631.5,1633.25
09/03/2013 13:37:30.263,1633.25,1635.5,1631.25,1633.25
09/03/2013 14:05:23.086,1633.0,1637.0,1630.75,1636.75
09/03/2013 14:34:59.977,1636.75,1639.0,1636.5,1637.75
09/03/2013 14:56:42.805,1637.75,1639.5,1635.0,1636.25
09/03/2013 20:58:12.663,1636.25,1640.0,1635.5,1638.75
09/04/2013 04:29:45.044,1638.5,1642.25,1636.0,1637.5
09/04/2013 08:14:09.947,1637.5,1640.0,1635.0,1638.0
09/04/2013 08:42:06.509,1637.75,1639.5,1635.25,1639.5
09/04/2013 09:00:21.476,1639.5,1643.75,1638.75,1643.25
09/04/2013 09:24:01.531,1643.25,1646.75,1643.25,1646.25
09/04/2013 09:59:00.541,1646.25,1648.0,1645.75,1647.5
09/04/2013 10:34:30.167,1647.5,1650.0,1647.0,1650.0
09/04/2013 11:04:04.973,1650.0,1653.5,1648.75,1652.75
09/04/2013 12:11:41.625,1652.75,1653.75,1652.0,1652.5
09/04/2013 13:05:08.084,1652.5,1654.75,1651.25,1652.75
09/04/2013 14:11:10.464,1652.75,1653.5,1650.75,1653.0
09/04/2013 14:36:24.492,1652.75,1654.25,1650.0,1650.5
09/04/2013 14:59:59.065,1650.5,1652.75,1649.5,1651.75
09/05/2013 02:46:18.647,1651.75,1655.75,1651.25,1655.0
09/05/2013 07:03:48.811,1655.0,1656.5,1650.5,1653.0
09/05/2013 08:31:12.933,1653.0,1656.0,1651.25,1652.25
09/05/2013 08:48:05.320,1652.25,1658.0,1651.75,1657.75
09/05/2013 09:12:45.055,1657.75,1658.25,1655.25,1656.75
09/05/2013 09:40:37.747,1656.75,1657.75,1652.75,1654.0
09/05/2013 10:09:57.098,1654.0,1655.75,1652.5,1654.0
09/05/2013 10:56:52.421,1654.0,1656.25,1653.0,1655.25
09/05/2013 12:19:39.624,1655.25,1656.0,1653.25,1654.25
09/05/2013 13:44:30.758,1654.25,1656.25,1653.5,1655.0
09/05/2013 14:49:33.288,1655.0,1656.75,1653.0,1653.75
09/05/2013 23:39:00.895,1653.75,1654.0,1648.5,1651.75
09/06/2013 05:44:18.013,1652.0,1655.75,1650.75,1653.0
09/06/2013 07:31:37.771,1653.0,1660.75,1652.75,1660.5
09/06/2013 07:52:44.897,1660.5,1663.5,1658.25,1661.75
09/06/2013 08:35:00.089,1661.75,1662.75,1657.75,1659.0
09/06/2013 08:42:43.560,1659.0,1661.0,1652.5,1652.75
09/06/2013 08:46:51.553,1652.75,1653.5,1645.25,1645.5
09/06/2013 08:51:03.668,1645.5,1647.75,1642.25,1646.5
09/06/2013 09:00:29.422,1646.5,1648.25,1644.25,1644.25
09/06/2013 09:06:05.424,1644.25,1645.25,1638.75,1642.0
09/06/2013 09:14:35.067,1642.0,1646.75,1641.5,1645.75
09/06/2013 09:26:15.843,1645.75,1648.75,1645.0,1647.75
09/06/2013 09:42:26.007,1647.75,1651.5,1647.5,1651.5
09/06/2013 09:56:54.880,1651.5,1656.5,1651.25,1656.5
09/06/2013 10:15:06.770,1656.5,1660.25,1656.25,1659.0
09/06/2013 10:41:49.143,1659.0,1660.5,1657.25,1659.0
09/06/2013 11:39:40.417,1659.25,1660.5,1657.5,1657.5
09/06/2013 12:36:32.293,1657.75,1660.75,1656.0,1660.0
09/06/2013 13:15:19.309,1660.0,1664.0,1659.25,1662.25
09/06/2013 14:07:49.094,1662.25,1663.25,1659.5,1660.0
09/06/2013 14:27:11.285,1660.0,1660.0,1656.25,1658.25
09/06/2013 14:54:54.197,1658.25,1658.75,1654.25,1656.0
09/08/2013 19:38:27.042,1656.0,1658.0,1652.0,1655.0
09/09/2013 04:53:50.129,1655.0,1659.75,1654.75,1657.0
09/09/2013 08:31:31.403,1657.0,1661.75,1656.0,1660.75
09/09/2013 08:52:04.300,1660.75,1663.5,1660.0,1663.5
09/09/2013 09:11:09.733,1663.5,1665.25,1661.25,1661.75
09/09/2013 09:45:35.273,1661.75,1663.25,1660.25,1662.5
09/09/2013 10:29:55.133,1662.5,1663.25,1660.75,1661.75
09/09/2013 11:12:50.818,1661.75,1665.0,1661.75,1665.0
09/09/2013 12:14:41.366,1665.0,1667.0,1665.0,1665.75
09/09/2013 13:15:08.719,1665.75,1669.75,1665.25,1669.25
09/09/2013 13:59:00.813,1669.25,1671.75,1669.0,1670.0
09/09/2013 14:46:03.682,1670.0,1671.5,1668.75,1669.5
09/09/2013 17:30:51.071,1669.5,1672.25,1668.25,1672.0
09/10/2013 03:28:36.003,1672.0,1677.5,1669.0,1677.5
09/10/2013 07:01:38.003,1677.5,1681.25,1675.75,1679.5
09/10/2013 08:33:07.165,1679.5,1680.75,1678.5,1679.5
09/10/2013 08:48:35.861,1679.5,1680.0,1676.75,1679.0
09/10/2013 09:06:38.756,1679.0,1681.25,1678.5,1681.25
09/10/2013 09:25:14.443,1681.25,1682.0,1679.0,1680.75
09/10/2013 09:57:00.126,1680.75,1682.75,1680.25,1682.75
09/10/2013 10:31:39.691,1682.75,1683.0,1680.0,1680.5
09/10/2013 11:03:09.949,1680.5,1680.75,1676.75,1678.75
09/10/2013 12:07:08.962,1678.75,1681.25,1678.5,1680.5
09/10/2013 12:43:35.218,1680.5,1682.0,1679.0,1681.0
09/10/2013 13:33:42.884,1681.0,1682.0,1679.25,1679.5
09/10/2013 14:23:59.438,1679.5,1682.5,1679.25,1681.75
09/10/2013 14:58:47.550,1681.75,1682.75,1680.25,1682.25
09/10/2013 22:55:02.010,1682.25,1684.0,1679.75,1680.75
09/11/2013 06:29:45.975,1680.75,1683.5,1679.75,1682.25
09/11/2013 08:33:03.923,1682.25,1682.75,1679.25,1681.75
09/11/2013 08:50:13.914,1681.75,1682.75,1679.75,1681.25
09/11/2013 09:10:24.420,1681.25,1681.75,1678.5,1680.0
09/11/2013 09:33:31.493,1680.0,1681.0,1677.75,1679.0
09/11/2013 10:07:48.004,1679.0,1681.25,1678.25,1681.0
09/11/2013 10:37:20.815,1681.0,1684.75,1680.75,1684.75
09/11/2013 11:19:30.775,1684.75,1685.75,1683.5,1685.0
09/11/2013 12:16:10.743,1685.0,1686.25,1684.25,1685.0
09/11/2013 13:15:46.517,1685.0,1687.75,1684.75,1686.5
09/11/2013 14:19:37.298,1686.5,1687.0,1684.5,1684.75
09/11/2013 15:00:17.180,1684.75,1688.5,1684.25,1688.0
09/12/2013 03:11:08.929,1688.0,1690.5,1686.75,1688.0
09/12/2013 07:54:18.384,1687.75,1689.5,1685.25,1688.75
09/12/2013 08:42:09.308,1688.75,1689.0,1685.0,1685.25
09/12/2013 09:11:23.340,1685.25,1688.75,1685.25,1687.75
09/12/2013 10:05:10.421,1687.75,1690.0,1687.0,1688.25
09/12/2013 10:46:58.974,1688.25,1688.75,1684.25,1685.0
09/12/2013 11:40:24.052,1685.0,1686.25,1681.75,1684.0
09/12/2013 13:16:45.107,1684.0,1687.5,1683.25,1686.5
09/12/2013 14:25:31.435,1686.5,1686.75,1682.5,1683.75
09/12/2013 15:14:56.686,1683.75,1685.0,1681.25,1684.75
09/13/2013 07:51:53.614,1684.75,1685.75,1674.0,1679.25
09/13/2013 08:54:33.066,1679.25,1681.75,1677.75,1681.25
09/13/2013 09:18:53.435,1681.25,1682.25,1675.75,1676.25
09/13/2013 10:05:08.241,1676.25,1679.75,1675.0,1679.0
09/13/2013 11:39:09.170,1679.0,1681.75,1678.75,1679.75
09/13/2013 14:11:07.633,1679.75,1682.0,1679.25,1679.75
09/15/2013 17:00:57.840,1679.75,1698.0,1678.75,1697.25
09/16/2013 02:13:11.946,1697.25,1703.75,1695.25,1697.75
09/16/2013 07:35:13.243,1697.75,1702.5,1697.5,1698.25
09/16/2013 08:37:28.141,1698.5,1700.5,1696.5,1696.5
09/16/2013 08:54:15.512,1696.5,1696.75,1694.0,1694.5
09/16/2013 09:16:16.131,1694.5,1695.5,1691.75,1695.0
09/16/2013 09:51:20.156,1695.0,1696.75,1694.5,1695.5
09/16/2013 10:40:55.258,1695.5,1696.5,1693.75,1696.5
09/16/2013 11:55:54.631,1696.5,1698.5,1695.75,1695.75
09/16/2013 12:51:55.784,1695.75,1696.0,1690.0,1692.25
09/16/2013 13:39:30.958,1692.25,1693.25,1689.25,1690.0
09/16/2013 14:27:18.913,1690.0,1692.5,1689.0,1691.0
09/16/2013 14:55:38.309,1691.0,1691.0,1688.0,1689.5
09/17/2013 01:37:15.532,1689.5,1692.25,1688.0,1688.75
09/17/2013 07:19:58.841,1689.0,1691.75,1687.75,1691.25
09/17/2013 08:40:31.251,1691.25,1694.5,1691.0,1694.25
09/17/2013 09:08:01.737,1694.25,1696.5,1694.0,1696.5
09/17/2013 09:51:46.634,1696.5,1697.75,1695.5,1696.0
09/17/2013 11:11:26.924,1696.0,1697.25,1695.5,1696.0
09/17/2013 13:03:50.965,1696.0,1698.5,1695.75,1698.25
09/17/2013 14:39:34.675,1698.25,1698.75,1696.5,1697.0
09/17/2013 21:12:43.506,1697.0,1700.5,1696.75,1700.5
09/18/2013 06:41:30.537,1700.5,1701.75,1698.0,1700.25
09/18/2013 08:37:32.973,1700.25,1700.25,1697.0,1698.5
09/18/2013 09:07:02.695,1698.5,1699.0,1697.0,1699.0
09/18/2013 09:43:16.959,1699.0,1699.25,1695.0,1695.75
09/18/2013 10:45:48.527,1695.75,1696.5,1694.5,1695.0
09/18/2013 11:53:08.293,1695.0,1695.5,1693.25,1695.0
09/18/2013 13:00:07.689,1695.0,1705.0,1695.0,1705.0
09/18/2013 13:03:31.370,1705.0,1713.0,1703.0,1709.75
09/18/2013 13:10:22.490,1709.75,1711.75,1706.0,1711.0
09/18/2013 13:15:59.444,1711.0,1715.5,1711.0,1714.0
09/18/2013 13:27:47.437,1714.0,1717.0,1712.0,1715.0
09/18/2013 13:44:09.885,1715.0,1716.0,1712.0,1715.75
09/18/2013 13:58:29.827,1715.75,1721.75,1714.75,1721.5
09/18/2013 14:11:52.108,1721.5,1723.25,1719.75,1719.75
09/18/2013 14:31:34.637,1719.75,1721.0,1716.75,1718.0
09/18/2013 14:52:59.104,1718.0,1719.75,1716.75,1717.5
09/18/2013 17:13:31.872,1717.5,1719.25,1716.25,1719.25
09/19/2013 02:40:48.864,1719.25,1722.5,1718.25,1722.0
09/19/2013 06:13:22.424,1722.0,1726.75,1722.0,1724.0
09/19/2013 08:30:00.117,1724.0,1724.5,1721.0,1723.0
09/19/2013 08:44:55.033,1723.0,1723.75,1719.25,1720.0
09/19/2013 09:00:02.258,1720.0,1722.25,1718.25,1721.5
09/19/2013 09:13:54.533,1721.5,1722.75,1718.75,1719.0
09/19/2013 09:33:40.835,1719.0,1721.0,1717.75,1719.0
09/19/2013 10:11:01.751,1719.0,1720.5,1717.75,1717.75
09/19/2013 10:39:51.872,1717.75,1719.5,1715.5,1716.75
09/19/2013 11:34:14.813,1716.75,1718.75,1716.25,1717.75
09/19/2013 12:35:49.266,1717.75,1718.0,1714.0,1714.75
09/19/2013 13:37:04.430,1714.75,1716.5,1713.25,1714.25
09/19/2013 14:41:40.807,1714.25,1717.5,1713.75,1716.5
09/19/2013 16:14:20.730,1716.5,1717.75,1714.5,1717.25
09/20/2013 06:04:54.158,1717.25,1717.5,1714.25,1717.5
09/20/2013 07:54:26.926,1717.5,1718.5,1713.75,1715.75
09/20/2013 08:35:17.788,1715.75,1719.5,1715.25,1716.75
09/20/2013 08:57:49.243,1716.75,1718.0,1713.25,1713.5
09/20/2013 09:17:38.524,1713.25,1715.25,1711.75,1713.5
09/20/2013 09:51:56.711,1713.5,1715.75,1713.0,1715.0
09/20/2013 10:29:00.645,1715.0,1715.25,1711.0,1711.5
09/20/2013 11:01:05.150,1711.5,1713.0,1707.75,1708.75
09/20/2013 11:49:35.291,1708.75,1710.0,1706.75,1709.5
09/20/2013 12:43:29.708,1709.5,1710.0,1705.25,1705.5
09/20/2013 13:37:50.758,1705.5,1707.25,1704.25,1705.5
09/20/2013 14:21:51.426,1705.5,1707.0,1704.0,1705.0
09/20/2013 14:47:15.480,1705.0,1705.0,1701.25,1702.5
09/20/2013 15:03:33.562,1702.5,1704.25,1701.25,1701.5
09/20/2013 16:14:59.251,1701.5,1704.75,1701.25,1703.75
