DateTime,High,Low,Close
09/18/2013 13:41:10.561,0.5,-0.75,0.25
09/18/2013 13:41:28.941,1.0,-1.0,1.0
09/18/2013 13:41:31.568,0.5,-0.75,0.25
09/18/2013 13:41:46.915,0.0,-0.5,0.25
09/18/2013 13:42:09.305,0.25,-0.5,0.5
09/18/2013 13:42:21.751,0.25,-0.75,0.25
09/18/2013 13:42:29.013,0.5,-0.75,0.75
09/18/2013 13:42:49.779,0.0,-0.5,0.25
09/18/2013 13:43:14.186,0.75,-0.75,0.75
09/18/2013 13:43:24.337,0.0,-0.5,0.5
09/18/2013 13:43:33.632,0.0,-0.25,0.0
09/18/2013 13:43:50.431,0.5,-0.75,0.75
09/18/2013 13:43:57.294,0.0,-0.25,0.25
09/18/2013 13:44:09.870,0.25,-0.5,0.25
09/18/2013 13:44:17.290,0.25,-0.5,0.0
09/18/2013 13:44:33.519,0.25,-0.5,0.0
09/18/2013 13:44:49.947,0.25,-0.75,0.25
09/18/2013 13:45:07.198,0.5,-0.5,0.25
09/18/2013 13:45:36.796,0.25,-0.5,0.0
09/18/2013 13:45:49.497,0.5,-0.5,0.25
09/18/2013 13:46:08.902,0.25,-0.75,0.25
09/18/2013 13:46:24.292,0.5,-0.5,0.5
09/18/2013 13:46:41.605,0.0,-0.5,0.5
09/18/2013 13:47:03.180,0.25,-0.5,0.25
09/18/2013 13:47:09.590,0.5,-0.5,0.25
09/18/2013 13:47:23.201,0.25,-0.5,0.25
09/18/2013 13:47:36.398,0.5,-0.5,0.0
09/18/2013 13:47:37.064,0.0,-0.75,0.25
09/18/2013 13:47:44.884,0.25,-0.5,0.25
09/18/2013 13:47:57.223,0.5,-0.75,0.75
09/18/2013 13:48:06.381,0.75,-0.75,0.75
09/18/2013 13:48:08.428,0.5,-0.5,0.25
09/18/2013 13:48:13.011,0.0,-1.0,0.25
09/18/2013 13:48:23.715,0.75,-0.75,0.25
09/18/2013 13:48:28.297,0.0,-0.5,0.0
09/18/2013 13:48:39.006,0.25,-0.75,0.5
09/18/2013 13:48:52.048,0.25,-0.5,0.5
09/18/2013 13:49:09.796,0.5,-0.75,0.75
09/18/2013 13:49:19.928,0.5,-0.75,0.75
09/18/2013 13:49:27.990,0.0,-0.75,0.75
09/18/2013 13:49:34.484,0.5,-0.75,0.5
09/18/2013 13:49:43.135,0.25,-0.5,0.5
09/18/2013 13:49:53.003,0.25,-0.5,0.25
09/18/2013 13:49:59.759,0.25,-0.5,0.25
09/18/2013 13:50:04.052,0.25,-0.75,0.0
09/18/2013 13:50:13.384,0.75,-0.75,0.75
09/18/2013 13:50:20.066,0.25,-0.75,0.75
09/18/2013 13:50:27.560,0.25,-0.5,0.0
09/18/2013 13:50:42.844,0.0,-0.25,0.0
09/18/2013 13:50:58.411,0.5,-0.5,0.5
09/18/2013 13:51:07.769,0.5,-0.5,0.0
